Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Herr Präsident , der Ausschuß für Industrie , Außenhandel , Forschung und Energie hat sich entschlossen , den Anfang zu machen und einen Bericht zur Entlastung für das Haushaltsjahr 1997 zu erstellen , auch wenn wir keinen konkreten Auftrag dazu hatten . ;53 54 14 5 1052 32 4745 14 5280 14 1267 20 968 120 180 4543 14 33 703 28 397 20 232 1506 222 6055 32 15 5795 615 28 7821 14 188 278 42 1174 2007 1125 1064 140 25;Mr President , the Committee on Industry decided to go ahead and draw up a report on the discharge for 1997 although we were not specifically asked to do so . ;47 58 20 4 1046 82 4853 982 37 423 6515 53 409 890 35 1132 82 4 5578 61 634 671 318 114 77 654 314 37 580 1097 26;Mr President , the Committee on Industry , External Trade , Research and Energy has the and report of the financial year if we no shall on had . ;47 58 20 4 1046 82 4853 20 4854 1916 20 1258 53 4829 76 4 53 1132 12 4 131 1013 121 318 740 331 82 442 26;1.3250926126662787e-26;1;5
Das haben wir deshalb getan , weil wir der Meinung waren , wir sollten in diesem Parlament so beginnen , wie wir auch künftig vorzugehen gedenken , indem wir nämlich sicherstellen , daß die europäischen Steuergelder bei uns in guten Händen sind . ;157 95 42 1520 3144 14 469 42 5 1057 819 14 42 1614 4 137 63 208 3602 14 420 42 188 984 4832 11542 14 1026 42 681 3140 14 30 16 779 6106 228 285 4 1005 6627 87 25;We went ahead because we felt we should start this Parliament in the way in which we mean to go on , that is , by making sure that we take good care of taxpayers money in Europe . ;40 3731 6515 481 318 8807 318 33 1004 124 64 3 4 486 3 15 318 2570 37 423 82 20 31 28 20 10 998 999 31 318 689 30 769 12 8695 206 3 135 26;The have we therefore because we believe we should this Parliament we rigorous by we make sure that the European tax money us in good hands are . ;226 113 318 29 481 318 208 318 33 124 64 318 5648 10 318 119 999 31 4 193 601 206 295 3 30 2812 41 26;9.159783308936311e-32;1;5
Die Bürger Europas erwarten , und dies völlig zu Recht , daß die europäischen Organe über eine funktionierende Verwaltung verfügen . ;37 312 126 1130 14 20 302 1195 28 309 14 30 16 779 959 153 211 11215 5138 1885 25;Citizens of Europe expect the European institutions to be properly managed and they are right to do so . ;3066 12 135 645 4 193 793 37 8 5183 640 53 108 41 871 37 580 1097 26;The citizens of Europe are waiting and this rightly that the European institutions on administration have . ;226 333 12 135 41 3891 53 124 1922 31 4 193 793 82 3551 113 26;1.2473810571363345e-14;1;4
Aus diesem Grunde möchte ich die Bemerkungen meines Kollegen über die Wichtigkeit des Reformprozesses wiederholen , den Herr Prodi und Herr Kinnock der europäischen Bevölkerung zugesichert haben . ;927 137 1715 108 210 16 3775 645 57 153 16 2479 50 13387 1322 14 33 53 757 20 53 6051 5 779 2246 5930 95 25;That is why I want to echo the comments from my colleague about the importance of the reform process which has been promised to the people of Europe by Mr Prodi and Mr Kinnock . ;1014 28 710 117 738 37 7015 4 1334 186 844 1436 339 4 549 12 4 965 214 15 76 78 4046 37 4 420 12 135 10 47 773 53 47 5570 26;For this is why I to comments I of the reforming Mr Prodi and Mr Kinnock European . ;1671 124 28 710 117 37 1334 117 12 4 3553 47 773 53 47 5570 193 26;4.983600013018828e-19;1;3
Heute konnte ich Einblick nehmen in einige Unterlagen von Herrn Kinnock und habe einiges von seinen Ausführungen vernommen . ;118 8174 210 8997 659 4 146 7526 46 143 6051 20 284 7132 46 197 461 2380 25;I saw some of Mr Kinnock s papers today , I heard some of what he had to say . ;117 3002 149 12 47 5570 24 6613 815 20 117 1326 149 12 467 711 442 37 471 26;Today could I take into some of list Mr Kinnock and . ;1489 461 117 689 847 149 12 2455 47 5570 53 26;2.088048797895644e-12;1;3
Denn diesen Reformprozeß brauchen wir . ;2082 313 6126 775 42 25;But we need that reform process . ;1846 318 789 31 965 214 26;reform process need we . ;965 214 789 318 26;0.00012219364445090417;1;2
Es ist ein hervorragender Bericht , und wir alle sollten sie dazu beglückwünschen . ;416 7 67 14392 1506 14 20 42 706 1614 241 1064 1352 25;It is an excellent report and we should all congratulate her on it . ;27 28 13 2308 1132 53 318 33 223 1335 356 82 86 26;It is a outstanding outstanding report and we all should . ;27 28 35 2427 2427 1132 53 318 223 33 26;1.1731806016653918e-08;1;3
Nun möchte ich Ihre Aufmerksamkeit auf zwei Dinge lenken . ;919 108 210 1890 1018 9 372 1105 9340 25;There are two issues I would like to draw your attention to . ;1363 41 386 940 117 427 118 37 409 1234 410 37 26;Now would like I attention to two to . ;2537 427 118 117 410 37 386 37 26;2.933849064000016e-08;1;3
Zum einen geht es um die nukleare Sicherheit in Osteuropa . ;1099 232 417 27 390 16 9994 17 4 12658 25;One is nuclear safety in Eastern Europe . ;1095 28 3647 360 3 6141 135 26;nuclear in Eastern Europe . ;3647 3 6141 135 26;2.4405806630898216e-07;1;4
Das müssen wir in Ordnung bringen . ;157 317 42 4 2980 633 25;We have to get this right . ;40 113 37 1319 124 871 26;The must we . ;226 347 318 26;8.244146648570842e-05;1;3
Nach Ansicht des Ausschusses Unabhängiger Sachverständiger ist die Kommission hier nicht sachgemäß vorgegangen . ;2212 480 50 1677 0 18208 7 16 219 531 315 0 5331 25;The Committee of Independent Experts said the Commission was not managing this properly . ;226 1046 12 3365 3565 532 4 227 834 77 9310 124 5183 26;The believe that of the Committee on is the Commission . ;226 208 31 12 4 1046 82 28 4 227 26;3.67517774460676e-10;1;2
Hier müssen wir nachbessern . ;778 317 42 0 25;We have to remedy that . ;40 113 37 9778 31 26;Here must we . ;2163 347 318 26;0.000298482664672926;1;5
Zum anderen geht es um Kontrollmechanismen . ;1099 1242 417 27 390 17592 25;The second point is about scrutiny mechanisms . ;226 1292 1089 28 339 6518 2593 26;to control mechanisms ;37 218 2593;2.70835533582672e-06;1;1
Wir alle sollten dieses ganze Verfahren weit ernster nehmen als in der Vergangenheit , wo das Ganze als bürokratisches Verfahren abgetan wurde , dessen man sich so schnell wie möglich und in kürzestmöglicher Zeit entledigte . ;129 706 1614 207 1928 1319 859 16725 659 354 4 5 1775 14 1673 15 11878 354 9603 1319 17101 412 14 429 201 180 208 434 420 13 20 4 0 291 0 25;We need proper information , given in a proper way and we all have to take this whole process a lot more seriously than in the past . It has been seen as a bureaucratic process to be done as quickly as possible in as little time as possible . ;40 789 1118 204 20 1101 3 35 1118 486 53 318 223 113 37 689 124 567 214 35 2414 65 2041 422 3 4 1743 26 27 76 78 2406 21 35 7652 214 37 8 460 21 1865 21 209 3 21 620 398 21 209 26;We all should procedure too too much too much more serious than in past where the as procedure dismissed way and in . ;40 223 33 1300 404 404 781 404 781 65 860 422 3 1743 1042 4 21 1300 18648 486 53 3 26;7.693879036879824e-28;1;7
Nur auf diese Weise können wir eine neue Kultur in der Kommission schaffen und sie gleichzeitig im Bewußtsein der Öffentlichkeit rehabilitieren . ;2329 9 127 799 311 42 211 402 969 4 5 219 2299 20 241 593 73 4744 5 2051 0 25;Only in this way can we create a new culture in the Commission and at the same time get public confidence restored . ;2199 3 124 486 6 318 2082 35 416 435 3 4 227 53 242 4 962 398 1319 971 1121 16571 26;At of public . ;127 12 971 26;9.475051923859159e-17;1;6
Herr Präsident , liebe Kolleginnen und Kollegen , sehr geehrte Frau Kommissarin ! Seien wir ehrlich , wir befinden uns in einer recht merkwürdigen Lage . ;53 54 14 1178 56 20 57 14 510 8179 617 1349 58 1432 42 7243 14 42 626 285 4 456 4849 0 2721 25;Mr President , Commissioner , if we are honest , we find ourselves in a somewhat unusual situation . ;47 58 20 1168 20 121 318 41 8329 20 318 210 686 3 35 3024 4773 69 26;be we we are a situation . ;8 318 318 41 35 69 26;6.273152095771546e-17;1;3
Wir befassen uns mit der Entlastung für ein Jahr , das hinter uns liegt , zugleich aber auch mit der Verantwortung der Kommission . ;129 1425 285 131 5 6055 32 67 105 14 15 995 285 644 14 8467 383 188 131 5 2816 5 219 25;We are discussing last year s discharge , but also the Commission s responsibility . ;40 41 5904 1416 1013 24 5578 20 322 342 4 227 24 2611 26;We for a year us but also responsibility Commission . ;40 61 35 1013 295 322 342 2611 227 26;5.0777875280744715e-17;1;4
Ich möchte auf die Probleme eingehen , die sich nach wie vor auf unserem Tisch stapeln . ;107 108 9 16 374 410 14 16 180 147 420 96 9 541 2135 0 25;I would like to raise the problems which are still piled up high on our desks . ;117 427 118 37 1714 4 388 15 41 639 19402 890 1161 82 154 17624 26;I would like the 11 and 13 how . ;117 427 118 4 1183 53 2541 431 26;8.199819471008975e-12;1;6
Die Entscheidung , ob wir die Entlastung erteilen oder nicht , hängt auch ein wenig davon ab , wo man die Akzente setzt . ;37 809 14 1469 42 16 6055 5663 69 315 14 920 188 67 824 921 922 14 1673 201 16 16338 5007 25;The assessment of whether or not the discharge will be granted also depends to some extent on where the emphasis is placed . ;226 1040 12 1142 66 77 4 5578 125 8 2370 342 935 37 149 3660 82 1042 4 1685 28 2767 26;The decision whether we or not little where . ;226 49 1142 318 66 77 620 1042 26;2.876990473191508e-18;1;3
Es geht um eine Kommission , die zurückgetreten ist . ;416 417 390 211 219 14 16 0 7 25;It is about a Commission which is no more . ;27 28 339 35 227 15 28 740 65 26;It is Commission is . ;27 28 227 28 26;8.682314393896962e-08;1;6
Eine neue Kommission ist im Amt . ;1517 402 219 7 73 9499 25;There is now a new Commission . ;1363 28 362 35 416 227 26;A new Commission is . ;1999 416 227 28 26;0.0006946686341486733;1;3
Logischerweise sollten wir daher die Entlastung erteilen , denn was kann den jetzigen Kommissionsmitgliedern vorgeworfen werden , wenn es um das Jahr 1997 geht . ;15832 1614 42 1138 16 6055 5663 14 568 184 371 33 2153 9075 8229 115 14 278 27 390 15 105 615 417 25;Then it is logical to grant discharge , because how can the current Commissioner be blamed where 1997 is concerned ? ;4772 86 28 4511 37 5579 5578 20 481 431 6 4 1779 1168 8 8314 1042 634 28 42 577;Logic dictates should we therefore because what present Commissioners if . ;16479 8756 33 318 29 481 467 153 1952 121 26;2.526929335330132e-17;1;5
Die Probleme bestehen noch immer , und dann kommen Zweifel auf . ;37 374 2187 613 671 14 20 569 1374 3035 9 25;The problems remain and this gives rise to doubts . ;226 388 677 53 124 1871 1613 37 2806 26;The problems and then expressed doubts about . ;226 388 53 330 1131 2806 339 26;6.005977296306854e-08;1;4
Nunmehr müssen wir über die guten Vorhaben der Kommission entscheiden , obgleich eine strukturelle Übersicht zu diesen begrüßenswerten Absichten noch nicht vorliegt . ;4788 317 42 153 16 1005 4363 5 219 2271 14 10660 211 9413 12573 28 313 0 3064 613 315 4584 25;We have to take a decision now regarding the Commission s good intentions , but there is still no structural outline for these good intentions . ;40 113 37 689 35 49 362 678 4 227 24 30 2831 20 322 672 28 639 740 2251 6706 61 84 30 2831 26;now must we good Commission decide a structural this intentions . ;362 347 318 30 227 2670 35 2251 124 2831 26;9.388090789780096e-20;1;3
Jetzt , da wir über die Entlastung entscheiden müssen , wissen wir allerdings nicht , wie er aussieht . ;1338 14 104 42 153 16 6055 2271 317 14 887 42 304 315 14 420 700 8827 25;We are all very much anticipating this , but the facts are still missing at this time when we already have to decide whether or not to grant discharge . ;40 41 223 372 781 16933 124 20 322 4 5548 41 639 2017 242 124 398 363 318 271 113 37 2670 1142 66 77 37 5579 5578 26;Now , because we we . ;2537 20 481 318 318 26;8.033919202589753e-13;1;3
Ganz eindeutig befinden wir uns in einem Dilemma , vor dem auch die Berichterstatterin gestanden hat . ;433 1240 626 42 285 4 48 7787 14 96 61 188 16 3326 2657 120 25;It is clearly a dilemma with which the rapporteur has also struggled . ;27 28 1024 35 7146 46 15 4 1287 76 342 28515 26;clearly are we a dilemma rapporteur . ;1024 41 318 35 7146 1287 26;2.3969452903426082e-11;1;3
Ich möchte Ihnen dennoch zwei Beispiele dafür nennen , weshalb die jetzt von der Kommission geäußerten guten Absichten nicht zwangsläufig auch zu einem befriedigenden Resultat führen . Die Öffentlichkeit , die Vertraulichkeit von Unterlagen . ;107 108 445 4519 372 2608 938 4726 14 1993 16 949 46 5 219 2095 1005 3064 315 5054 188 28 48 0 8970 269 25 37 2051 14 16 13438 46 7526 25;But I will give two examples from which it is not as evident that the good intentions which the Commission has now expressed will lead to a good outcome the public nature and confidentiality of documents . ;1846 117 125 477 386 2433 186 15 86 28 77 21 4052 31 4 30 2831 15 4 227 76 362 1131 125 981 37 35 30 2111 4 971 1431 53 8273 12 2008 26;I would like why the of specific the Commission a produce . public of records . ;117 427 118 710 4 12 428 4 227 35 5374 26 971 12 6937 26;6.35383307155048e-23;1;2
Ein Beispiel dafür , daß wohlklingende Zusagen nicht unbedingt ein gutes Ergebnis zeitigen . ;1 2199 938 14 30 0 3067 315 1223 67 6807 1164 13858 25;This is an illustration of empty pledges not necessarily leading to good results . This also applies to whistle-blowers . ;162 28 13 13624 12 4463 5985 77 4379 3697 37 30 1600 26 162 342 1460 37 25819 26;A example that not necessarily a good . ;1999 912 31 77 4379 35 30 26;1.1331201503556502e-10;1;2
Gleiches gilt für die whistleblowers , für die Herr Kinnock ebenfalls schöne Worte gefunden hat , während noch in dem Augenblick , da wir darüber entscheiden müssen , völlig unklar ist , was zum Beispiel mit whistleblowers geschieht , die intern nicht aus noch ein wissen und sich an die Öffentlichkeit , an die Presse , an das Parlament wenden wollen . ;4064 2751 32 16 0 14 32 16 53 6051 1437 12033 2083 6275 120 14 102 613 4 61 3068 14 104 42 1912 2271 317 14 1195 6862 7 14 184 587 2199 131 0 3505 14 16 8366 315 181 613 67 887 20 180 113 16 2051 14 113 16 6431 14 113 15 63 8059 90 25;Mr Kinnock has also devoted some fine-sounding phrases to this subject but , at the same time , it is entirely unclear , at this moment when we have to make a decision , what , for example , happens with whistle-blowers who want to get something off their chest and cannot do this internally but who want to address the outside world - the press or Parliament . ;47 5570 76 342 3722 149 34920 21131 37 124 2254 322 20 242 4 962 398 20 86 28 3018 4529 20 242 124 702 363 318 113 37 119 35 49 20 467 20 61 912 20 4932 46 25819 287 738 37 1319 2472 1005 111 0 53 684 580 124 5133 322 287 738 37 1856 4 857 361 638 4 3367 66 64 26;We The same Mr Kinnock be words during in in because we have to have , totally unclear is it what example and public press Parliament to turn . ;40 226 962 47 5570 8 1981 755 3 3 481 318 113 37 113 20 2088 4529 28 86 467 912 53 971 3367 64 37 1852 26;3.255326771036055e-49;1;3
Auf diese entscheidenden Fragen in diesem Bereich stehen die Antworten noch aus . ;2005 127 6249 442 4 137 155 792 16 1124 613 181 25;We have still not had a response to crucial questions of this type . ;40 113 639 77 442 35 2164 37 2751 312 12 124 350 26;In critical questions in this area the to . ;451 4639 312 3 124 160 4 37 26;5.974536548653731e-10;1;3
Daher diese Zweifel zu einem Zeitpunkt , da wir entscheiden müssen , ob die Versprechungen der Kommission ausreichend gesichert sind . ;1897 127 3035 28 48 1917 14 104 42 2271 317 14 1469 16 6090 5 219 4169 12310 87 25;So there is doubt as to whether these pledges of the Commission contain enough substance at this crucial time when decisions need to be made . ;724 672 28 956 21 37 1142 84 5985 12 4 227 5274 2917 3427 242 124 2751 398 363 441 789 37 8 228 26;We therefore no doubt a because we have to have whether the made Commission . ;40 29 740 956 35 481 318 113 37 113 1142 4 228 227 26;5.694935162339842e-15;1;3
