Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Schließlich das Problem mit den Beamten . ;1659 15 116 131 33 7060 25;Finally , the issue of officials . ;2428 20 4 216 12 5617 26;Lastly , the problem with the civil servants . ;2384 20 4 123 46 4 2768 11889 26;2.1150605223439967e-05;1;2
Ich stimme ihm zu , daß der Teil über die Beamten tatsächlich vollkommen unzureichend ausgestaltet ist . ;107 1626 1110 28 14 30 5 1293 153 16 7060 2101 3083 1876 0 7 25;I do agree that the section on officials has , in fact , been completed totally inadequately . ;117 580 583 31 4 1462 82 5617 76 20 3 531 20 78 4048 2088 14872 26;I agree with him that the part on civil servants really inadequate actual fact totally virus highly communicable . ;117 583 46 2247 31 4 142 82 2768 11889 3346 1102 2101 531 2088 11020 2196 18631 26;1.4540566351840853e-11;1;2
Erstens wird die allgemeine Bedeutung eines öffentlichen Dienstes nicht hervorgehoben . ;3831 139 16 5078 1337 11 3299 1144 315 8811 25;First of all , the importance of a public service in general is not at all emphasised . ;1193 12 223 20 4 549 12 35 971 1151 3 1770 28 77 242 223 4496 26;Firstly , the general importance of a public service . ;3579 20 4 1770 549 12 35 971 1151 26;4.2200933589916145e-05;1;2
Das steht im Widerspruch zueinander , und ich kann mir wirklich keinen Reim darauf machen , wie es zu einem solchen Vorschlag kommen konnte . ;157 36 73 1585 11707 14 20 210 371 940 1921 1174 0 561 397 14 420 27 28 48 335 233 1374 8174 25;These two considerations are diametrically opposed to each other , and I really fail to grasp how such a proposal can end up on the table . ;1471 386 2181 41 20041 1339 37 950 731 20 53 117 3346 1333 37 7661 431 972 35 240 6 349 890 82 4 2665 26;This is and I can no to without proposal . ;162 28 53 117 6 740 37 1056 240 26;6.407878589129317e-14;1;2
Redundant ist vielleicht das schwerwiegendste Urteil , und nicht Sie sind dafür verantwortlich , sondern die Verantwortung liegt beim Parlament . ;0 7 1653 15 0 1615 14 20 315 394 87 938 2056 14 326 16 2816 644 2356 63 25;Perhaps redundant is the most serious epithet , and you are not responsible for this . It is the responsibility of this Parliament . ;5775 8629 28 4 304 860 19461 20 53 448 41 77 502 61 124 26 27 28 4 2611 12 124 64 26;perhaps the and not you yourself responsible but the responsibility is Parliament . ;704 4 53 77 448 6868 502 322 4 2611 28 64 26;6.420661835069414e-09;1;2
Unterdessen müssen wir der Kommission ein Vertrauensvotum aussprechen . ;18575 317 42 5 219 67 16231 5607 25;Meanwhile , we have to offer the Commission a vote of confidence . ;4869 20 318 113 37 1311 4 227 35 1181 12 1121 26;Meanwhile , must express an vote Commission confidence the a . ;4869 20 347 1307 13 1181 227 1121 4 35 26;6.904450830552104e-06;1;3
Ich möchte auf den Umfang dieses Berichts hier nicht eingehen . ;107 108 9 33 2232 207 2942 531 315 410 25;I am not going to mention the length of this report . ;117 681 77 2335 37 1486 4 3083 12 124 1132 26;I would like to the this report here on that . ;117 427 118 37 4 124 1132 712 82 31 26;1.3729061127447281e-05;1;3
Ich will nicht auf das zurückkommen , was über die Analyse der Fragen gesagt wurde , die das Parlament betreffen . ;107 236 315 9 15 8140 14 184 153 16 4265 5 442 511 412 14 16 15 63 963 25;I am not going to return to what has been said about the analysis of questions concerning Parliament . ;117 681 77 2335 37 1083 37 467 76 78 532 339 4 256 12 312 156 64 26;I not to back said analysis the Parliament . ;117 77 37 424 532 256 4 64 26;1.0950198931002107e-12;1;3
Und zum Schluß , offen gesagt , Herr Präsident , ich möchte keine Beispiele nennen , aber es gibt viele , bei denen die Rechtssprache mit einer alarmierenden Ungenauigkeit verwendet wird . ;972 587 5124 14 674 511 14 53 54 14 210 108 80 2608 4726 14 383 27 1385 341 14 228 246 16 0 131 456 0 0 1418 139 25;And finally , Mr President , frankly , I am not going to give examples , but there are many cases in which legal language is used with an alarming lack of accuracy . ;1393 3046 20 47 58 20 2480 20 117 681 77 2335 37 477 2433 20 322 672 41 812 1148 3 15 263 1744 28 1391 46 13 6337 2520 12 18020 26;And to the by Mr President , I would like no examples but there are many with will used . ;1393 37 4 10 47 58 20 117 427 118 740 2433 322 672 41 812 46 125 1391 26;1.522451833262248e-17;1;2
Im Bericht fällt der Begriff der Transparenz besonders auf . ;1163 1506 1294 5 6853 5 462 525 9 25;The concept of transparency stands out in the report . ;226 4955 12 472 2949 1073 3 4 1132 26;In report the of the transparency . ;451 1132 4 12 4 472 26;4.043291036686459e-05;1;2
Diese zu gewährleisten , ist ein Hauptanliegen . ;1365 28 1431 14 7 67 6641 25;Securing this is a major priority . ;26682 124 28 35 1020 1824 26;This ensure main is . ;162 770 521 28 26;2.7634035283746204e-05;1;2
Die Wichtigkeit lückenlos nachvollziehbarer Arbeit kann auch gar nicht genug betont werden . ;37 2479 0 0 223 371 188 845 315 1878 2445 115 25;The importance of smooth-running , comprehensible work cannot possibly be emphasised enough . ;226 549 12 0 20 10315 231 684 4075 8 4496 2917 26;The Temelin importance Strategic also be not has enough pointed out . ;226 13089 549 16774 342 8 77 76 2917 1438 1073 26;4.8744135408936234e-08;1;2
Sein Vertrauen in die Politik der EU muß wiedergewonnen werden . ;4574 1132 4 16 322 5 31 334 0 115 25;We must win back their faith in EU politics . ;40 347 332 424 111 1058 3 32 662 26;His faith in Union policy specific EU currently must . ;3619 1058 3 276 552 428 32 306 347 26;1.218657293105138e-06;1;2
Natürlich werde ich die Zeit der Abgeordneten nicht länger als unbedingt notwendig in Anspruch nehmen . ;1297 1165 210 16 291 5 144 315 3942 354 1223 1853 4 1301 659 25;Naturally I will not take up any more of the time of the House than is absolutely necessary . ;6534 117 125 77 689 890 452 65 12 4 398 12 4 1479 422 28 1939 299 26;I Of course will time with the . to Members longer . ;117 1601 931 125 398 46 4 26 37 445 1343 26;6.763557865687991e-10;1;3
Aus diesem Grunde weist der Bericht , den ich die Ehre hatte zu erstellen , keine ungeklärten oder ambivalenten Stellen auf . ;927 137 1715 2218 5 1506 14 33 210 16 1345 2441 28 7821 14 80 0 69 0 1757 9 25;There is nothing therefore that is open-ended or vague about the report which I have had the honour to compile . ;1363 28 1649 29 31 28 26364 66 4214 339 4 1132 15 117 113 442 4 1329 37 15729 26;For this is why the report , I honour , to draw up to had not or authorities . ;1671 124 28 710 4 1132 20 117 1329 20 37 409 890 37 442 77 66 537 26;2.3613748038203963e-14;1;4
Der Meinung dieses Parlaments wird im kommenden vier- bis fünfwöchigen Konsultationszeitraum aus naheliegenden Gründen große Bedeutung zukommen . ;376 1057 207 572 139 73 3514 0 162 0 0 181 0 1619 580 1337 10901 25;The considered view of this Parliament in the consultation period over the next four to five weeks will for obvious reasons be of great significance . ;226 1564 277 12 124 64 3 4 2238 165 96 4 1260 721 37 396 3005 125 61 2855 1375 8 12 320 3791 26;The opinion of this Parliament preferential for next reasons . ;226 492 12 124 64 10586 61 1260 1375 26;6.412675497598046e-11;1;3
Herrn Elles möchte ich erwidern , daß wir uns auf jeden Fall im Empfangsmodus befinden . ;143 5451 108 210 0 14 30 42 285 9 689 908 73 0 626 25;I would say to Mr Elles that we are most definitely in listening mode . ;117 427 471 37 47 5026 31 318 41 304 3714 3 1050 9813 26;Mr Elles I would like that we in . ;47 5026 117 427 118 31 318 3 26;1.4156871932615152e-06;1;3
Auf diesen Punkt ist von mehreren Abgeordneten in der heutigen Debatte hingewiesen worden . ;2005 313 1065 7 46 9597 144 4 5 1341 619 1651 432 25;Several Members have made that point again in the course of today s debate . ;2482 445 113 228 31 1089 1301 3 4 931 12 815 24 269 26;In these is Members several in the today s debate . ;451 84 28 445 182 3 4 815 24 269 26;9.061989245614452e-07;1;2
Die Instrumente zu ihrer Umsetzung sind in der Reformstrategie fixiert , und die Kommission wird im April ihre Vorschläge für eine tiefgreifende Umgestaltung der Haushaltsordnung vorstellen . ;37 5392 28 93 52 87 4 5 0 0 14 20 16 219 139 73 3497 807 238 32 211 11650 8501 5 10273 5817 25;The means of doing that are set out in the reform strategy and the Commission will present its proposals for a radical recasting of the Financial Regulation in April . ;226 11 12 951 31 41 115 1073 3 4 965 1272 53 4 227 125 153 170 248 61 35 3441 23133 12 4 3800 2262 3 3259 26;The instruments their implementation are the and the Commission will April certain proposals points that of Financial Regulation . ;226 1581 111 171 41 4 53 4 227 125 3259 394 248 199 31 12 3800 2262 26;3.384073949497004e-10;1;3
Dieser Prüfdienst soll seine Arbeit am 1 . Mai diesen Jahres aufnehmen . ;1041 0 329 164 223 721 1188 25 3522 313 1007 3263 25;That service will open on 1 May this year . ;1014 1151 125 1068 82 1180 3277 124 1013 26;This take its 1 May . ;162 689 170 1180 3277 26;1.8691092942744773e-06;1;3
Seiner Ansicht nach ist die interne Kontrolle der Kommission nicht mächtig genug , um regelwidrige Vorgänge verhindern zu können . ;3697 480 147 7 16 5565 204 5 219 315 0 1878 14 390 0 6088 616 28 311 25;The Commission s internal control he said is not forceful enough in preventing incorrect operation . ;226 227 24 1402 218 711 532 28 77 9113 2917 3 523 1110 1119 26;has the internal control the Commission sufficiently not to stop to can to from . ;76 4 1402 218 4 227 1811 77 37 2336 37 6 37 186 26;3.4550440648684064e-13;1;2
Die Regelungen im einzelnen werden in einer im Verlaufe dieses Jahres erscheinenden Mitteilung festgelegt . ;37 4182 73 2075 115 4 456 73 4225 207 1007 0 261 3338 25;A communication later this year will give full details . ;1999 270 2394 124 1013 125 477 1092 1423 26;The rules in in communication the . ;226 1905 3 3 270 4 26;1.0472891165556137e-08;1;3
Im Juni wird der vollständige Vorschlag für Veränderungen vorliegen . ;1163 98 139 5 6521 233 32 1013 65 25;A communication in June will set out the full proposal for change . ;1999 270 3 103 125 115 1073 4 1092 240 61 140 26;In June the proposal fully for changes . ;451 103 4 240 1186 61 658 26;3.5208330376928996e-07;1;3
Mit der Einführung einer Reihe von Verhaltenskodizes hat die jetzige Kommission damit begonnen , einen konkreten ethischen Bezugsrahmen auszuarbeiten . ;2688 5 247 456 893 46 15377 120 16 6828 219 1232 815 14 232 2007 9782 0 1927 25;With the introduction of a series of codes of conduct the current Commission has begun to develop an explicit ethical framework . ;303 4 675 12 35 3355 12 4691 12 2237 4 1779 227 76 4323 37 3344 13 2460 8973 562 26;With the codes introduction number conduct the current Commission started to a specific ethical . ;303 4 4691 675 868 2237 4 1779 227 8638 37 35 428 8973 26;2.763752582145255e-09;1;3
Im Juni soll mit einem Vorschlag für eine Interinstitutionelle Vereinbarung über einen Ausschuß für Normen im öffentlichen Leben noch ein Schritt weiter unternommen werden . ;1163 98 329 131 48 233 32 211 7290 1616 153 232 1052 32 263 73 3299 871 613 67 2858 1551 2881 115 25;This will be taken a step further with a proposal in June for an interinstitutional agreement on a committee on standards in public life . ;162 125 8 855 35 1039 2180 46 35 240 3 103 61 13 3268 14 82 35 147 82 273 3 971 887 26;In June a proposal for interinstitutional agreement on a done Committee standards public life . ;451 103 35 240 61 3268 14 82 35 460 1046 273 971 887 26;1.1073983190472934e-13;1;2
Dies steht im Einklang mit dem Entschließungsentwurf . ;1045 36 73 252 131 61 2871 25;That is in line with the draft resolution . ;1014 28 3 3110 46 4 1035 1065 26;This is line with the resolution . ;162 28 3110 46 4 1065 26;0.0008922277692274546;1;2
Die Unterstützung des Parlaments in diesem Punkt würde ich sehr begrüßen . ;37 125 50 572 4 137 1065 594 210 510 29 25;I welcome Parliament s support for that . ;117 530 64 24 133 61 31 26;The Parliament s support in this would , I very . ;226 64 24 133 3 124 427 20 117 372 26;3.2529250394700018e-06;1;2
Der Entschließungsentwurf erinnert zu Recht an die Rechenschaftspflicht der Kommission gegenüber diesem Parlament . ;376 2871 6638 28 309 113 16 13138 5 219 136 137 63 25;The draft resolution rightly recalls the Commission s accountability to this Parliament . ;226 1035 1065 1922 19330 4 227 24 6716 37 124 64 26;The draft resolution reminds to rightly Commission accountability this Parliament . ;226 1035 1065 9453 37 1922 227 6716 124 64 26;1.887208578925709e-06;1;2
Diese Frage wurde sehr zu Recht von Herrn Elles angesprochen und auch von Frau Thors erwähnt . ;1365 202 412 510 28 309 46 143 5451 128 20 188 46 617 13521 1722 25;The point was very properly raised by Mr Elles and referred to by Mrs Thors . ;226 1089 834 372 5183 446 10 47 5026 53 130 37 10 2185 13155 26;This question was very rightly to Mr Elles that and Mrs Thors mentioned . ;162 213 834 372 1922 37 47 5026 31 53 2185 13155 546 26;7.171910019021566e-08;1;1
Wir würden uns sehr freuen , so schnell wie möglich voranzukommen . ;129 1493 285 510 11219 14 208 434 420 13 4275 25;We are very happy to proceed as rapidly as possible . ;40 41 372 6341 37 4497 21 5682 21 209 26;We would quickly as . ;40 427 1865 21 26;3.077202368525531e-07;1;3
Desgleichen befürworte ich eine Bewegung hin zu einem linearen Laufbahnsystem , da das gegenwärtige System der Laufbahngruppen nicht mehr den Bedürfnissen unserer Institutionen entspricht . ;6147 8082 210 211 10955 1981 28 48 0 0 14 104 15 1990 829 5 0 315 68 33 7624 422 780 2522 25;I also want to move towards a linear career system because the current category system is no longer adapted to the needs of our institutions . ;117 342 738 37 1352 144 35 26060 9574 848 481 4 1779 6733 848 28 740 1343 5555 37 4 298 12 154 793 26;I I very much a moving because the system current the corresponds not of our institutions . ;117 117 372 781 35 3683 481 4 848 1779 4 7028 77 12 154 793 26;6.457306037732218e-15;1;3
Das ist ein sehr wichtiger Punkt . ;157 7 67 510 178 1065 25;That is most certainly relevant . ;1014 28 304 2292 205 26;This is a very important point . ;162 28 35 372 183 1089 26;0.00843805652282028;1;1
Dies ist vom Parlament schon mehrmals angesprochen worden . ;1045 7 743 63 2047 9840 128 432 25;Parliament has frequently made that point . ;64 76 4360 228 31 1089 26;This is Parliament previous been several times . ;162 28 64 1831 78 182 1646 26;0.0002713561360015266;1;2
Zweitens ist genauso klar , daß aufgrund der Reform einige neue Investitionen für Qualifizierungsmaßnahmen und Technik erforderlich werden . ;2074 7 823 110 14 30 1075 5 956 146 402 2077 32 0 20 10881 2730 115 25;Secondly , it is also clear that reform will require some new investment in training for skills and in technology . ;1971 20 86 28 342 72 31 965 125 408 149 416 3120 3 1815 61 3463 53 3 4847 26;Secondly , is just as clear that reform given new investment for and ;1971 20 28 340 21 72 31 965 1101 416 3120 61 53;4.933401229970828e-12;2;3
Schon jetzt wirken sie sich auf die Mittelverfügbarkeit aus . ;7334 949 3506 241 180 9 16 0 181 25;They are already having implications for resource availability . ;851 41 271 1071 3819 61 2451 1208 26;Even are . ;1342 41 26;2.0277595480122866e-05;1;4
Die Aussprache ist geschlossen . ;37 262 7 1209 25;The debate is closed . ;226 269 28 1205 26;The debate is closed . ;226 269 28 1205 26;0.2382204769251408;1;2
Die Abstimmung findet morgen um 12 . 00 Uhr statt . ;37 1190 900 530 390 167 25 1192 1193 934 25;The vote will take place tomorrow at 12 p . m . ;226 1181 125 689 856 1182 242 173 2747 26 1185 26;The vote will take tomorrow at 12 noon . ;226 1181 125 689 1182 242 173 4163 26;0.00046450816114772177;1;5
