Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Ich bin mit der Einrichtung eines Ermittlungssystems einverstanden , bin aber zugleich der tiefen Überzeugung , daß dem Recht auf Verteidigung der gleiche Stellenwert und in jedem Fall die gleiche Notwendigkeit zuerkannt werden müssen . ;107 675 131 5 5831 11 0 1196 14 675 383 8467 5 14699 3009 14 30 61 309 9 3481 5 1871 8666 20 4 2587 908 16 1871 1746 11025 115 317 25;I agree that an investigation system should be introduced , but I am also absolutely convinced that we must recognise the right to equal respect for dignity and , in any case , the equal need for the right to a defence . ;117 583 31 13 2338 848 33 8 3359 20 322 117 681 342 1939 3543 31 318 347 2485 4 871 37 1018 1032 61 4568 53 20 3 452 922 20 4 1018 789 61 4 871 37 35 4723 26;I am with setting up of a agrees but am that correct the same as important and case the same . ;117 681 46 1369 890 12 35 1000 322 681 31 1482 4 962 21 183 53 922 4 962 26;1.7104236290332256e-23;1;2
Diese Debatte über den Bericht van Hulten schließt eine der traumatischsten Legislaturperioden für die europäischen Institutionen seit deren Gründung im Jahre 1957 ab . ;1365 619 153 33 1506 6636 0 5813 211 5 0 0 32 16 779 780 872 2062 3283 73 385 13589 922 25;This debate on the van Hulten report brings to a close one of the most traumatic periods for the European institutions since their creation in 1957 . ;162 269 82 4 7523 13907 1132 3609 37 35 4602 413 12 4 304 17142 6824 61 4 193 793 107 111 3127 3 13240 26;This debate on the follows a of the institutions since 1957 . ;162 269 82 4 2098 35 12 4 793 107 13240 26;2.338142297712111e-16;1;2
Die Weigerung des Europäischen Parlaments , Entlastung zu erteilen und die Entlastungsverweigerung für den Haushalt 1996 , der Mißtrauensantrag in diesem Hause vor einem Jahr , der aus verschiedenen Gründen gestellt wurde , sowie der erste Bericht des Ausschusses Unabhängiger Sachverständiger zur Reformierung der Kommission , der zum Rücktritt der gesamten Kommission führte , gehören nun der europäischen Vergangenheit an . ;37 13567 50 62 572 14 6055 28 5663 20 16 0 32 33 5754 5214 14 5 19408 4 137 2645 96 48 105 14 5 181 59 1619 444 412 14 271 5 449 1506 50 1677 0 18208 222 5767 5 219 14 5 587 9292 5 590 219 4707 14 966 349 5 779 1775 113 25;The refusal of the European Parliament to grant discharge and the definitive refusal for the 1996 budget the motion of censure tabled in this House a year ago for differing reasons and the first report of the Committee of Independent Experts on the reform of the Commission which led to the mass resignation of the Commission itself , are now part of European folklore . ;226 3644 12 4 193 64 37 5579 5578 53 4 211 3644 61 4 4801 2120 4 1370 12 12769 63 3 124 1479 35 1013 742 61 3792 1375 53 4 457 1132 12 4 1046 12 3365 3565 82 4 965 12 4 227 15 2669 37 4 5058 8546 12 4 227 884 20 41 362 142 12 193 0 26;The refusal of the European Parliament and for the censure types in this House ahead year reasons and first report of the Committee on Commission throughout Commission include past . ;226 3644 12 4 193 64 53 61 4 12769 6065 3 124 1479 6515 1013 1375 53 457 1132 12 4 1046 82 227 275 227 584 1743 26;4.7715402961111754e-48;1;3
Kommen wir nun zum zweiten Bericht des Ausschusses Unabhängiger Sachverständiger , über den zu debattieren wir im vergangenen September schon kurz Gelegenheit hatten . ;16973 42 349 587 3065 1506 50 1677 0 18208 14 153 33 28 837 42 73 1810 9041 2047 4437 141 140 25;Now we come to the second report of the Committee of Independent Experts which we already had the opportunity to welcome and briefly debate last September . ;2537 318 151 37 4 1292 1132 12 4 1046 12 3365 3565 15 318 271 442 4 688 37 530 53 6707 269 1416 7695 26;Take we second report Committee on , debate we in able to had . ;2444 318 1292 1132 1046 82 20 269 318 3 79 37 442 26;5.665543528122476e-17;1;2
Schließlich war dies doch einer der Gründe für den Niedergang der letzten Kommission . ;1659 818 302 348 456 5 1623 32 33 4130 5 1092 219 25;This was , after all , one of the causes of the downfall of the last Commission . ;162 834 20 2532 223 20 413 12 4 726 12 4 7956 12 4 1416 227 26;Finally , was reasons for the decline Commission . ;2428 20 834 1375 61 4 3842 227 26;9.005513422436463e-11;1;2
Sind denn daraus keine Lehren gezogen worden ? ;6274 568 8276 80 10078 5455 432 554;Have the lessons not been learnt ? ;1944 4 3733 77 78 5526 577;Are drawn no lessons ? ;5759 3285 740 3733 577;0.000948818236457294;1;2
Doch je ungenauer wir unsere Entschließungen formulieren , Herr van Hulten , desto mehr Freiheit erhalten die Kommission und Ihre früheren Kollegen im Rat , das zu tun , was sie wollen . ;1072 355 0 42 151 2999 7432 14 53 6636 0 14 9169 68 308 1698 16 219 20 1890 2713 57 73 377 14 15 28 800 14 184 241 90 25;The less precise , Mr van Hulten , we are in our resolutions , the more room it gives the Commission and your former colleagues in the Council to do what they like . ;226 67 1932 20 47 7523 13907 20 318 41 3 154 62 20 4 65 992 86 1871 4 227 53 1234 2967 1997 3 4 143 37 580 467 108 118 26;But we old resolutions a Mr van , the more freedom , and the Commission and colleagues in , the to what want . ;1846 318 2543 62 35 47 7523 20 4 65 326 20 53 4 227 53 1997 3 20 4 37 467 738 26;4.2106510136164566e-30;1;3
Unserer Überzeugung nach sollte nahezu jede Empfehlung aus dem Bericht der Weisen umgesetzt werden . ;6525 3009 147 694 6656 821 2898 181 61 1506 5 9296 2225 115 25;We believe the vast number of recommendations of the Wise Men s report should be implemented . ;40 208 4 3246 868 12 2354 12 4 8839 8840 24 1132 33 8 2109 26;We almost any the report Wise Men . ;40 2852 452 4 1132 8839 8840 26;2.5596149224110073e-10;1;2
Bei einem Blick in die Zukunft wird uns bewußt , daß wir am Anfang eines langwierigen Prozesses kontinuierlicher Reformen in der Europäischen Kommission stehen . ;974 48 5814 4 16 1236 139 285 1434 14 30 42 721 703 11 3810 2467 0 3236 4 5 62 219 792 25;Looking to the future , we know that we are at the beginning of a long process of continuing reform in the European Commission . ;18286 37 4 959 20 318 335 31 318 41 242 4 139 12 35 405 214 12 2026 965 3 4 193 227 26;look to in future will aware that we of a process reforms in European Commission . ;690 37 3 959 125 1405 31 318 12 35 214 1915 3 193 227 26;4.454590015868021e-19;1;2
Um es auf den Punkt zu bringen Es wurden Programme durchgeführt , für die nur ein unzureichender Mitarbeiterstab zur Verfügung stand . ;3702 27 9 33 1065 28 633 416 401 1342 4568 14 32 16 8 67 0 0 222 1219 174 25;In a nutshell there were programmes being run for which there were insufficient staff resources available . ;451 35 0 672 114 1325 313 3517 61 15 672 114 1853 4013 300 2103 26;In order the item on time programmes only a has been . ;451 735 4 3063 82 398 1325 7 35 76 78 26;1.3817249513307118e-19;1;1
Unsere Ansicht zu diesem Thema wurde im Haushalt 2000 ganz klar vertreten . ;4951 480 28 137 414 412 73 5754 1360 109 110 1641 25;Our position was made very clear on this topic in the 2000 budget . ;833 707 834 228 372 72 82 124 429 3 4 1340 2120 26;Our 2000 . ;833 1340 26;1.0624026562290123e-08;1;2
In den kommenden fünf Jahren werden wir sehr genau hinsehen , um sicherzustellen , daß die jetzt vorgeschlagenen Reformen vollständig durchgeführt werden , und wir werden alle Bemühungen zur Modernisierung der Organe unterstützen . ;437 33 3514 384 741 115 42 510 3585 0 14 390 8080 14 30 16 949 4349 3236 467 4568 115 14 20 42 115 706 2359 222 4280 5 959 765 25;We will be vigilant over the next five years to ensure the reforms now being suggested are fully implemented and will support efforts made to modernise institutions . ;40 125 8 6028 96 4 1260 396 397 37 770 4 1915 362 313 592 41 1186 2109 53 125 133 2271 228 37 9540 793 26;In the coming five years insultingly exactly , to to ensure that the reforms proposed and we will all to modernising institutions support . ;451 4 3231 396 397 26765 1140 20 37 37 770 31 4 1915 393 53 318 125 223 37 2526 793 133 26;1.737631893688202e-25;1;3
Er ist ganz hervorragend . ;693 7 109 10562 25;It is an excellent report . ;27 28 13 2308 1132 26;It is excellent . ;27 28 2308 26;0.0031038962503766544;1;1
Herrn Elles möchte ich davon abraten , das Pferd beim Schwanze aufzuzäumen . ;143 5451 108 210 921 0 14 15 3389 2356 0 0 25;Can I invite Mr Elles not to put the cart before the horse . ;4228 117 145 47 5026 77 37 348 4 4952 101 4 3151 26;should like to I Mr Elles cart horse waiting . ;33 118 37 117 47 5026 4952 3151 3891 26;7.434518892062766e-09;1;8
Die Sozialdemokraten haben in vielen Dingen verloren , jedoch ist noch nicht alles vor dem Plenum gewonnen , und ich möchte ihm zu bedenken geben , daß dies morgen nicht unbedingt eintreffen muß . ;37 7618 95 4 2094 3396 7520 14 822 7 613 315 406 96 61 3421 3218 14 20 210 108 1110 28 1744 66 14 30 302 530 315 1223 0 334 25;Yes , a lot of things were lost by the Socialists but they have not been won in plenary yet , and may I warn him that may not be the case tomorrow . ;4342 20 35 2414 12 1103 114 3321 10 4 4925 322 108 113 77 78 7138 3 3178 418 20 53 319 117 1565 2247 31 319 77 8 4 922 1182 26;be , The have but is further not House won , and I would like him to that this need an . ;8 20 226 113 322 28 2180 77 1479 7138 20 53 117 427 118 2247 37 31 124 789 13 26;7.989147088686039e-23;1;3
Ich möchte Kommissionsmitglied Kinnock für seine bisherigen Bemühungen danken . ;107 108 1786 6051 32 164 5948 2359 448 25;I should like to thank Commissioner Kinnock for all his efforts so far . ;117 33 118 37 449 1168 5570 61 223 706 2271 1097 1098 26;I would like Kinnock for his efforts . ;117 427 118 5570 61 706 2271 26;8.727204671848134e-05;1;2
Wir brauchen ganz klar eine erneuerte Haushaltsordnung . ;129 775 109 110 211 0 10273 25;It is clear that we need to see a change in the Financial Regulation . ;27 28 72 31 318 789 37 1351 35 140 3 4 3800 2262 26;We need Financial Regulation . ;40 789 3800 2262 26;5.888564970716242e-05;1;1
Das ist wichtig . ;157 7 1047 25;That is important . ;1014 28 183 26;This is important . ;162 28 183 26;0.04037977996656197;1;2
Die Leute müssen aufhören , sich gegenseitig den Schwarzen Peter zuzuschieben . ;37 851 317 6524 14 180 2974 33 7865 10094 0 25;We need to stop people passing the buck from one to another . ;40 789 37 2336 420 6011 4 23146 186 413 37 1941 26;The people must stop . ;226 420 347 2336 26;1.3547467770869037e-08;1;2
Es ist klar , daß das nicht hingenommen werden darf . ;416 7 110 14 30 15 315 8471 115 1254 25;It is clear that is not acceptable . ;27 28 72 31 28 77 2202 26;It is clear that not unacceptable . ;27 28 72 31 77 4719 26;5.929852969383138e-07;1;2
Was geschah mit der Person , die für diesen Rechenfehler verantwortlich zeichnete ? ;637 6096 131 5 11002 14 16 32 313 0 2056 0 554;What happened to the person who was responsible for that miscalculation ? ;811 2175 37 4 526 287 834 502 61 31 0 577;What happened with person , blame these ;811 2175 46 526 20 8315 84;2.928099030601425e-09;2;8
Wir brauchen ein System , das auf Anreiz und Beförderung beruht und in dem Beförderungen nach der Leistung erfolgen . ;129 775 67 829 14 15 9 8887 20 11241 10712 20 4 61 0 147 5 6288 1945 25;We need a system which provides incentives and promotion and we need to see this promotion based on merit . ;40 789 35 848 15 4789 8379 53 5262 53 318 789 37 1351 124 5262 1315 82 5080 26;We need a and be . ;40 789 35 53 8 26;4.2068946581962315e-19;1;1
Wir freuen uns auf die vollständige Fassung der Reformvorschläge der Kommission , und wir sind auch gern bereit , gemeinsam mit der Kommission an den Einzelheiten zu arbeiten , denn das Kommissionsmitglied hat im Gegensatz zu dem , was Herr Elles soeben äußerte , zugesagt , die Vorschläge mit dem Parlament bis zum 1 . März zu diskutieren . ;129 11219 285 9 16 6521 5341 5 0 5 219 14 20 42 87 188 2385 2519 14 2731 131 5 219 113 33 1926 28 457 14 568 15 1786 120 73 4769 28 61 14 184 53 5451 2493 4020 14 1218 14 16 238 131 61 63 162 587 1188 25 3833 28 739 25;We look forward to reading the full Commission proposal on reform and we look forward to working out the detail alongside the Commission because , unlike what Mr Elles has just said , the Commissioner has made a commitment to discuss it with Parliament between now and 1 March . ;40 690 1885 37 2467 4 1092 227 240 82 965 53 318 690 1885 37 2225 1073 4 1597 1112 4 227 481 20 11405 467 47 5026 76 340 532 20 4 1168 76 228 35 3007 37 739 86 46 64 201 362 53 1180 5927 26;We look forward and we like to willing to with Commission the work because the Commissioner has contrary the what Mr Elles said with the Parliament , discuss March . ;40 690 1885 53 318 118 37 845 37 46 227 4 231 481 4 1168 76 2834 4 467 47 5026 532 46 4 64 20 739 5927 26;1.1178688890991616e-46;1;2
Ebenso sollten wir uns aber auch der Tatsache bewußt sein , daß jemand , der im Glashaus sitzt , nicht mit Steinen werfen darf . ;767 1614 42 285 383 188 5 1367 1434 1035 14 30 2042 14 5 73 0 5306 14 315 131 0 5675 1254 25;We also need to recognise that people who live in glasshouses should not throw stones . ;40 342 789 37 2485 31 420 287 1172 3 0 33 77 6146 8150 26;should we fact be aware that someone the not . ;33 318 531 8 1405 31 1942 4 77 26;2.4198167083834703e-18;1;2
Das Europäische Parlament hat sich in seiner Geschichte nämlich auch nicht immer konsequent verhalten . ;157 1801 63 120 180 4 696 591 681 188 315 671 2670 6206 25;The European Parliament has not exactly been clean in its approach to things throughout its history . ;226 193 64 76 77 1140 78 4693 3 170 1805 37 1103 275 170 607 26;The European Parliament has story , are also not of . ;226 193 64 76 5972 20 41 342 77 12 26;1.1695899085508436e-09;1;2
Wir haben also noch einen langen Weg vor uns bis zur eigenen Vollkommenheit . ;129 95 720 613 232 1357 1037 96 285 162 222 542 0 25;We have a long way to go before we are perfect ourselves . ;40 113 35 405 486 37 423 101 318 41 6883 686 26;So We have long . ;724 40 113 405 26;1.717063187300951e-10;1;4
Abschließend möchte ich bemerken , daß die Kommission an ihrem Verhältnis zur Öffentlichkeit arbeiten muß . ;1949 108 210 11376 14 30 16 219 113 763 5377 222 2051 457 334 25;Finally , can I say that the Commission needs to work on its relationships with the public . ;2428 20 6 117 471 31 4 227 298 37 231 82 170 3516 46 4 971 26;Finally , would like I to that the Commission their proportionate publicity working . ;2428 20 427 118 117 37 31 4 227 111 6539 6360 2225 26;3.0645981005065834e-11;1;2
Die europäischen Steuerzahler müssen wieder Vertrauen haben können . ;37 779 8533 317 91 1132 95 311 25;European taxpayers need to be re-assured . ;193 8695 789 37 8 0 26;European taxpayer must to back confidence . ;193 7824 347 37 424 1121 26;1.1217883921190375e-05;1;2
Das Schicksal der Kommission , ja der gesamten Europäischen Union , hängt von der Umsetzung dieser Reform ab . ;157 4300 5 219 14 529 5 590 62 266 14 920 46 5 52 82 956 922 25;The fate of the Commission , of the whole European Union , rests on delivery of this reform . ;226 4029 12 4 227 20 12 4 567 193 276 20 12289 82 5014 12 124 965 26;The fate of the Commission s indeed European Union , depends objects to . ;226 4029 12 4 227 24 1123 193 276 20 935 19360 37 26;6.338011059401782e-14;1;3
